,place,latitude,longitude,net,depthError,depth,type,Territory
5566,"67 km N of San Juan, Puerto Rico",19.0665,-65.994666666667,pr,23.71,25.35,earthquake,Puerto Rico
5567,"6 km WSW of Susitna, Alaska",61.5145,-150.6116,ak,1.5,62.3,earthquake,Alaska
5568,"7 km WNW of Cobb, CA",38.835666656494,-122.79733276367,nc,1.52999997,1.9299999475479,earthquake,CA
5569,"6 km W of Mammoth Lakes, CA",37.629,-119.04533333333,nc,1.01,-2.27,earthquake,CA
5570,"7 km SE of Maria Antonia, Puerto Rico",17.9225,-66.848833333333,pr,0.41,11.48,earthquake,Puerto Rico
5571,"42 km WNW of Huarmey, Peru",-9.976,-78.5279,us,11.201,63.539,earthquake,Peru
5572,"3 km W of Portola Valley, CA",37.377334594727,-122.26599884033,nc,1.0,8.3999996185303,earthquake,CA
5573,"9 km NW of The Geysers, CA",38.822166442871,-122.84466552734,nc,0.939999998,2.2999999523163,earthquake,CA
5574,"67 km N of San Juan, Puerto Rico",19.0655,-65.985333333333,pr,17.76,20.85,earthquake,Puerto Rico
5575,"8 km ESE of Valle Vista, CA",33.7188333,-116.8173333,ci,0.36,16.75,earthquake,CA
5576,"7 km WNW of Cobb, CA",38.833499908447,-122.80016326904,nc,1.13,2.1900000572205,earthquake,CA
5577,"46 km SSW of Cantwell, Alaska",62.9986,-149.2584,ak,0.4,74.5,earthquake,Alaska
5578,"6 km W of Mammoth Lakes, CA",37.6345,-119.04733333333,nc,1.0,-0.63,earthquake,CA
5579,"12 km NE of Yucaipa, CA",34.1106667,-116.9478333,ci,0.28,9.41,earthquake,CA
5580,"11 km SE of Pāhala, Hawaii",19.134666442871,-155.39533996582,hv,0.709999979,30.370000839233,earthquake,Hawaii
5581,"12 km ESE of Coahoma, Texas",32.26,-101.185,tx,1.541085645195,7.9834,earthquake,Texas
5582,"25 km SW of Ocotillo Wells, CA",32.9895,-116.3278333,ci,0.76,8.07,earthquake,CA
5583,"25 km SW of Ocotillo Wells, CA",32.9861667,-116.329,ci,0.63,6.35,earthquake,CA
5584,"72 km NE of Nikolski, Alaska",53.384333333333,-168.07183333333,av,1.41,7.73,earthquake,Alaska
5585,"4 km NW of Aguanga, CA",33.4745,-116.8928333,ci,0.42,13.85,earthquake,CA
5586,"35 km NW of Ninilchik, Alaska",60.2356,-152.1969,ak,1.1,84.6,earthquake,Alaska
5587,"12 km N of Atka, Alaska",52.306833333333,-174.16566666667,av,0.9,3.54,earthquake,Alaska
5588,"7 km S of Columbia Falls, Montana",48.305,-114.19316666667,mb,1.6,8.81,earthquake,Montana
5589,"20 km NNW of Challis, Idaho",44.662333333333,-114.37483333333,mb,3.04,3.75,earthquake,Idaho
5590,"57 km SSW of Goldfield, Nevada",37.2072,-117.3896,nn,1.7,7.1,earthquake,Nevada
5591,"55 km NNE of Chitina, Alaska",61.972166666667,-144.0265,av,0.64,8.18,earthquake,Alaska
5592,"55 km ENE of Kenny Lake, Alaska",61.977166666667,-144.05383333333,av,0.34,9.5,earthquake,Alaska
5593,"4 km SSW of Pāhala, Hawaii",19.166666030884,-155.49183654785,hv,0.949999988,35.009998321533,earthquake,Hawaii
5594,"53 km NNW of Indian Springs, Nevada",36.9911,-115.9594,nn,1.3,5.0,earthquake,Nevada
5595,"36 km S of False Pass, Alaska",54.534166666667,-163.497,av,1.03,11.54,earthquake,Alaska
5596,"39 km WSW of Austin, Nevada",39.4056,-117.5174,nn,3.6,2.2,earthquake,Nevada
5597,"8 km NNW of The Geysers, CA",38.832164764404,-122.81566619873,nc,0.370000005,1.7400000095367,earthquake,CA
5598,"243 km W of Bandon, Oregon",43.436,-127.3778,us,2.01,10.0,earthquake,Oregon
5599,"21 km W of Skwentna, Alaska",61.9966,-151.8059,ak,0.7,88.4,earthquake,Alaska
5600,"33 km NW of Indian Springs, Nevada",36.8055,-115.9088,nn,2.7,4.6,earthquake,Nevada
5601,"9 km S of Louisa, Virginia",37.941,-77.995333333333,se,2.41,0.26,earthquake,Virginia
5602,"20 km NW of Grapevine, CA",35.0918333,-119.0608333,ci,0.47,15.13,earthquake,CA
5603,"50 km N of Brenas, Puerto Rico",18.916833333333,-66.419333333333,pr,1.9,34.76,earthquake,Puerto Rico
5604,"4 km SE of Maria Antonia, Puerto Rico",17.946166666667,-66.8575,pr,0.36,11.5,earthquake,Puerto Rico
5605,"57 km ENE of Pedro Bay, Alaska",60.005166666667,-153.16616666667,av,1.62,6.88,earthquake,Alaska
5606,"10 km SSW of Halibut Cove, Alaska",59.5154,-151.3147,ak,0.8,47.1,earthquake,Alaska
5607,"25 km SSW of Ocotillo Wells, CA",32.936,-116.2398333,ci,0.86,8.9,earthquake,CA
5608,"1 km NNW of Lambert, Oklahoma",36.69783333,-98.42733333,ok,0.6,5.0,earthquake,Oklahoma
5609,"67 km NNE of Lake Minchumina, Alaska",64.4552,-151.8811,ak,0.3,3.4,earthquake,Alaska
5610,"5 km ESE of Califon, New Jersey",40.7051,-74.7771,us,1.28,5.512,earthquake,New Jersey
5611,"19 km W of Sitka, Alaska",57.056,-135.65833333333,av,0.7,7.18,earthquake,Alaska
5612,"63 km WNW of Tyonek, Alaska",61.276833333333,-152.2435,av,0.36,2.63,earthquake,Alaska
5613,"25 km SW of Ocotillo Wells, CA",32.986,-116.3225,ci,0.56,6.3,earthquake,CA
5614,"3 km NW of The Geysers, CA",38.791831970215,-122.77899932861,nc,0.699999988,1.9900000095367,earthquake,CA
5615,"46 km WSW of Cantwell, Alaska",63.3026,-149.8526,ak,1.0,80.5,earthquake,Alaska
5616,"5 km S of Pāhala, Hawaii",19.154167175293,-155.48849487305,hv,0.99000001,30.729999542236,earthquake,Hawaii
5617,"15 km ESE of Naalehu, Hawaii",19.004167556763,-155.44483947754,hv,0.980000019,36.54999923706,earthquake,Hawaii
5618,"32 km SE of Pedro Bay, Alaska",59.6018,-153.6626,ak,0.7,24.9,earthquake,Alaska
5619,"25 km E of Pedro Bay, Alaska",59.8277,-153.6626,ak,0.6,141.5,earthquake,Alaska
5620,"5 km SE of Maria Antonia, Puerto Rico",17.936833333333,-66.856166666667,pr,0.38,11.64,earthquake,Puerto Rico
5621,"5 km NNW of The Geysers, CA",38.813999176025,-122.79716491699,nc,1.03999996,2.579999923706,earthquake,CA
5622,"40 km WNW of Indian Springs, Nevada",36.7591,-116.0606,nn,1.6,5.0,earthquake,Nevada
5623,"70 km WNW of Tyonek, Alaska",61.3005,-152.3575,av,1.83,1.23,earthquake,Alaska
5624,"20 km NW of Nellis Air Force Base, Nevada",36.3968,-115.183,nn,4.3,4.7,earthquake,Nevada
5625,"106 km ENE of Atka, Alaska",52.4235,-172.6766,us,7.562,125.903,earthquake,Alaska
5626,"199 km WNW of Bandon, Oregon",43.5003,-126.8155,us,2.006,10.0,earthquake,Oregon
5627,"38 km ESE of Phek, India",25.4805,94.8224,us,6.297,85.448,earthquake,India
5628,"227 km W of Bandon, Oregon",43.4644,-127.167,us,1.998,10.0,earthquake,Oregon
5629,"55 km E of Denali National Park, Alaska",63.4783,-150.6113,ak,0.3,6.2,earthquake,Alaska
5630,"12 km E of Pāhala, Hawaii",19.210666656494,-155.36466979981,hv,0.649999976,30.489999771118,earthquake,Hawaii
5631,"4 km SSE of Highland Park, CA",34.0885,-118.183,ci,0.34,11.15,earthquake,CA
5632,"83 km WNW of Petersville, Alaska",62.7949,-152.2603,ak,1.1,100.7,earthquake,Alaska
5633,"25 km SW of Ocotillo Wells, CA",32.9856667,-116.3173333,ci,0.86,5.62,earthquake,CA
5634,"62 km ENE of Pedro Bay, Alaska",60.04,-153.09983333333,av,1.45,2.57,earthquake,Alaska
5635,"6 km SSW of Volcano, Hawaii",19.388166666667,-155.24683333333,hv,0.13,1.82,earthquake,Hawaii
5636,"3 km N of Onalaska, Washington",46.6065,-122.71466666667,uw,1.1,23.74,earthquake,Washington
5637,"43 km E of Ollagüe, Chile",-21.2725,-67.8414,us,10.568,197.06,earthquake,Chile
5638,"35 km SE of Mina, Nevada",38.1755,-117.8159,nn,0.9,12.4,earthquake,Nevada
5639,"58 km S of Whites City, New Mexico",31.651,-104.382,tx,0.7439638389268,6.0999,earthquake,New Mexico
5640,"10 km ENE of Fox, Alaska",64.9863,-147.3995,ak,0.3,6.4,earthquake,Alaska
5641,"2 km NNW of Metchosin, Canada",48.408833333333,-123.54533333333,uw,31.61,4.67,earthquake,Canada
5642,"8 km WNW of Cobb, CA",38.83466720581,-122.81416320801,nc,1.78999996,1.0099999904633,earthquake,CA
5643,"17 km WNW of Tetlin, Alaska",63.1731,-142.8668,ak,0.6,0.3,earthquake,Alaska
5644,"11 km WNW of Tatitlek, Alaska",60.9029,-146.8758,ak,0.2,21.2,earthquake,Alaska
5645,"8 km NW of Indian Springs, Nevada",36.6312,-115.7261,nn,1.6,7.7,earthquake,Nevada
5646,"3 km NW of The Geysers, CA",38.792835235596,-122.77866363525,nc,0.519999981,2.7400000095367,earthquake,CA
5647,"150 km W of Puerto, Chile",-20.076,-71.5886,us,1.881,10.0,earthquake,Chile
5648,"64 km ENE of Pedro Bay, Alaska",60.0395,-153.07166666667,av,0.67,0.59,earthquake,Alaska
5649,"10 km WNW of Cobb, CA",38.844833374023,-122.8313369751,nc,0.529999971,1.3899999856949,earthquake,CA
5650,"7 km NNW of The Geysers, CA",38.825668334961,-122.79900360107,nc,0.870000005,3.0,earthquake,CA
5651,"25 km NNE of Four Mile Road, Alaska",64.8192,-148.9765,ak,0.7,0.0,earthquake,Alaska
5652,"10 km WNW of Cobb, CA",38.845165252685,-122.83149719238,nc,0.600000024,1.3400000333786,earthquake,CA
5653,"3 km WSW of Anderson Springs, CA",38.757499694824,-122.72399902344,nc,1.29999995,2.5299999713898,earthquake,CA
5654,"10 km NNW of The Geysers, CA",38.841167449951,-122.83200073242,nc,1.26999998,1.1599999666214,earthquake,CA
5655,"10 km WNW of Cobb, CA",38.842498779297,-122.83283233643,nc,0.310000002,0.73000001907349,earthquake,CA
5656,"25 km W of Sitka, Alaska",57.053333333333,-135.75666666667,av,0.72,6.56,earthquake,Alaska
5657,"7 km SSE of Ferry, Alaska",63.9593,-149.0329,ak,0.2,0.0,earthquake,Alaska
5658,"24 km W of Sitka, Alaska",57.040833333333,-135.7325,av,0.65,7.59,earthquake,Alaska
5659,"26 km W of Sitka, Alaska",57.054666666667,-135.76533333333,av,0.74,5.83,earthquake,Alaska
5660,"10 km WNW of Cobb, CA",38.84400177002,-122.8313369751,nc,0.579999983,1.2699999809265,earthquake,CA
5661,"87 km NNW of Karluk, Alaska",58.300833333333,-154.98316666667,av,0.81,2.91,earthquake,Alaska
5662,"4 km NNE of Lake Henshaw, CA",33.273,-116.7396667,ci,0.48,8.78,earthquake,CA
5663,"14 km NNE of Four Mile Road, Alaska",64.7287,-149.0557,ak,0.3,14.1,earthquake,Alaska
5664,"4 km ENE of Los Angeles, CA",34.0738333,-118.2046667,ci,0.31,11.46,earthquake,CA
5665,"58 km S of Whites City, New Mexico",31.649,-104.29,tx,1.6858501819654,8.4839,earthquake,New Mexico
5666,"16 km NE of Powers, Oregon",42.972333333333,-123.91133333333,uw,31.61,-0.7,explosion,Oregon
5667,"58 km S of Whites City, New Mexico",31.657,-104.295,tx,0.81082772478369,8.4839,earthquake,New Mexico
5668,"37 km S of Silver Gate, Montana",44.6665,-110.01983333333,uu,1.36,12.65,earthquake,Montana
5669,"37 km NNE of Amboy, Washington",46.1995,-122.19333333333,uw,10.11,-1.78,earthquake,Washington
5670,"123 km E of Hicks Bay, New Zealand",-37.7402,179.6884,us,1.674,19.0,earthquake,New Zealand
5671,"25 km W of Sitka, Alaska",57.061,-135.75633333333,av,0.91,6.86,earthquake,Alaska
5672,"0 km SSE of Batitang, Philippines",15.3961,120.8057,us,1.884,182.0,earthquake,Philippines
5673,"24 km W of Sitka, Alaska",57.045166666667,-135.731,av,0.82,7.89,earthquake,Alaska
5674,"1 km S of Pāhala, Hawaii",19.188667297363,-155.48049926758,hv,0.689999998,30.950000762939,earthquake,Hawaii
5675,"17 km NW of Pinnacles, CA",36.634166717529,-121.28182983398,nc,1.23000002,4.8699998855591,earthquake,CA
5676,"14 km E of Anza, CA",33.5323333,-116.5243333,ci,0.42,11.67,earthquake,CA
5677,"43 km NW of Toyah, Texas",31.591,-104.115,tx,0.70061694148154,8.0481,earthquake,Texas
5678,"4 km S of Chenoweth, Oregon",45.587833333333,-121.24966666667,uw,31.61,-1.63,explosion,Oregon
5679,"13 km NNW of Piru, CA",34.525,-118.8541667,ci,0.77,8.43,earthquake,CA
5680,"59 km SE of Cantwell, Alaska",63.0026,-148.1485,ak,0.3,8.4,earthquake,Alaska
5681,"2 km SW of Honaunau-Napoopoo, Hawaii",19.4415,-155.885,hv,0.51,12.08,earthquake,Hawaii
5682,"14 km NNE of Ashford, Washington",46.874333333333,-121.95283333333,uw,0.37,8.84,earthquake,Washington
5683,"82 km S of Sand Point, Alaska",54.6019,-160.3105,ak,0.9,30.7,earthquake,Alaska
5684,"9 km E of Ridgecrest, CA",35.633,-117.5795,ci,0.52,8.03,earthquake,CA
5685,"25 km SW of Maricopa, CA",34.9135,-119.613,ci,0.81,8.4,earthquake,CA
5686,"8 km W of Davis, Oklahoma",34.4955,-97.21383333,ok,1.1,0.0,earthquake,Oklahoma
5687,"74 km SSW of Pilot Point, Alaska",56.945666666667,-158.06966666667,av,0.45,-0.12,earthquake,Alaska
5688,"51 km S of Denali National Park, Alaska",63.0792,-151.6969,ak,0.5,20.0,earthquake,Alaska
5689,"109 km SSW of Tsengel, Mongolia",48.6418,100.1068,us,1.845,10.0,earthquake,Mongolia
5690,"123 km WNW of Tumxuk, China",40.3941,77.7796,us,1.886,10.0,earthquake,China
5691,"9 km SSE of Desert Aire, Washington",46.598333333333,-119.8785,uw,0.27,6.11,earthquake,Washington
5692,"5 km WNW of San Juan Bautista, CA",36.854667663574,-121.5898361206,nc,0.790000021,6.6999998092651,earthquake,CA
5693,"23 km W of Sitka, Alaska",57.0505,-135.71283333333,av,0.83,5.16,earthquake,Alaska
5694,"30 km WNW of Cantwell, Alaska",63.5115,-149.4961,ak,1.5,90.4,earthquake,Alaska
5695,"83 km N of Cruz Bay, U.S. Virgin Islands",19.084666666667,-64.798666666667,pr,24.71,19.89,earthquake,U.S. Virgin Islands
5696,"68 km WNW of Beluga, Alaska",61.323833333333,-152.2925,av,0.94,1.73,earthquake,Alaska
5697,"7 km S of Columbia Falls, Montana",48.301,-114.1875,mb,1.19,9.11,earthquake,Montana
5698,"111 km S of Chuathbaluk, Alaska",60.5803,-158.9239,ak,0.7,0.0,earthquake,Alaska
5699,"4 km SSE of Home Gardens, CA",33.8495,-117.4983333,ci,31.61,-0.24,quarry blast,CA
5700,"16 km NNE of Apple Valley, CA",34.6351667,-117.1215,ci,31.61,-1.17,quarry blast,CA
5701,"5 km ENE of Butte, Montana",46.013833333333,-112.4645,mb,31.61,-2.0,quarry blast,Montana
5702,"68 km WNW of Beluga, Alaska",61.326166666667,-152.29116666667,av,1.06,1.39,earthquake,Alaska
5703,"45 km W of Kalifornsky, Alaska",60.4659,-152.1189,ak,2.4,155.0,earthquake,Alaska
5704,"9 km E of Alum Rock, CA",37.375833333333,-121.72516666667,nc,0.53,8.65,earthquake,CA
5705,"13 km SE of Olancha, CA",36.204,-117.8918333,ci,0.57,3.94,earthquake,CA
5706,"23 km WSW of Anchorage, Alaska",61.1487,-150.3209,ak,0.4,17.5,earthquake,Alaska
5707,"62 km NE of Nikolski, Alaska",53.366166666667,-168.2455,av,2.33,5.36,earthquake,Alaska
5708,"1 km SW of Pāhala, Hawaii",19.196332931519,-155.48832702637,hv,0.910000026,28.739999771118,earthquake,Hawaii
5709,"4 km S of Highland Park, CA",34.0831667,-118.1968333,ci,0.26,11.09,earthquake,CA
5710,"84 km W of Salamatof, Alaska",60.638333333333,-152.87,av,0.51,12.12,earthquake,Alaska
5711,"6 km S of Volcano, Hawaii",19.381000518799,-155.23916625977,hv,0.280000001,2.1300001144409,earthquake,Hawaii
5712,"22 km NE of Lima, Montana",44.775833333333,-112.38366666667,mb,2.2,9.63,earthquake,Montana
5713,"22 km NE of Lima, Montana",44.7765,-112.37983333333,mb,0.72,11.31,earthquake,Montana
5714,"2 km SW of Pāhala, Hawaii",19.186666666667,-155.493,hv,0.56,31.97,earthquake,Hawaii
5715,"7 km W of Townsend, Montana",46.319333333333,-111.61266666667,mb,31.61,-2.0,quarry blast,Montana
5716,"10 km WNW of Cobb, CA",38.842998504639,-122.83149719238,nc,0.389999986,1.2999999523163,earthquake,CA
5717,"5 km W of Mammoth Lakes, CA",37.634666666667,-119.03733333333,nc,1.46,0.22,earthquake,CA
5718,"15 km S of Volcano, Hawaii",19.300333333333,-155.24866666667,hv,0.61,2.09,earthquake,Hawaii
5719,"14 km WSW of Ferndale, CA",40.517,-124.40866666667,nc,0.29,17.85,earthquake,CA
5720,"5 km NW of Cobb, CA",38.848331451416,-122.76499938965,nc,0.699999988,0.83999997377396,earthquake,CA
5721,"134 km SSE of McCarthy, Alaska",60.3387,-141.8648,ak,0.4,0.0,earthquake,Alaska
5722,"3 km NW of The Geysers, CA",38.794998168945,-122.78050231934,nc,0.889999986,3.3599998950958,earthquake,CA
5723,"3 km NW of The Geysers, CA",38.795166015625,-122.7816696167,nc,0.800000012,3.6099998950958,earthquake,CA
5724,"13 km W of Toms Place, CA",37.541833333333,-118.82816666667,nc,1.39,3.65,earthquake,CA
5725,"67 km WNW of Beluga, Alaska",61.3265,-152.274,av,2.0,0.99,earthquake,Alaska
5726,"6 km WNW of Mammoth Lakes, CA",37.637,-119.04266666667,nc,1.62,-1.32,earthquake,CA
5727,"5 km WNW of Mammoth Lakes, CA",37.642333333333,-119.03983333333,nc,0.46,-0.4,earthquake,CA
5728,"12 km E of Point Possession, Alaska",60.9327,-150.4624,ak,0.3,55.9,earthquake,Alaska
5729,"15 km SSW of Olancha, CA",36.1553333,-118.067,ci,0.6,3.47,earthquake,CA
5730,"36 km NNE of Amboy, Washington",46.19,-122.19333333333,uw,0.53,7.06,earthquake,Washington
5731,"25 km SW of Bodfish, CA",35.4018333,-118.6545,ci,0.95,4.58,earthquake,CA
5732,"4 km WNW of Cobb, CA",38.825666666667,-122.76433333333,nc,0.38,2.13,earthquake,CA
5733,"8 km NNW of Indian Springs, Nevada",36.6369,-115.7234,nn,5.7,6.1,earthquake,Nevada
5734,west of Macquarie Island,-59.2026,149.2167,us,1.501,10.0,earthquake,Unknown
5735,"15 km WNW of Virginia City, Nevada",39.3594,-119.8176,nn,5.2,3.2,earthquake,Nevada
5736,"16 km ENE of Salcedo, Philippines",11.2158,125.8036,us,1.898,35.0,earthquake,Philippines
5737,"50 km W of Nikolski, Alaska",52.893166666667,-169.60483333333,av,0.57,-1.72,earthquake,Alaska
5738,"6 km SSE of White City, Oregon",42.386,-122.81833333333,uw,31.61,-1.5,explosion,Oregon
5739,"8 km ENE of Milpitas, CA",37.474666595459,-121.83083343506,nc,0.460000008,6.8099999427795,earthquake,CA
5740,"4 km S of West Yellowstone, Montana",44.617833333333,-111.103,uu,1.7,9.74,earthquake,Montana
5741,"16 km S of Mesa, Washington",46.424666666667,-119.02616666667,uw,31.61,-0.2,explosion,Washington
5742,"2 km SW of Volcano, Hawaii",19.431167602539,-155.25115966797,hv,1.33000004,4.9499998092651,earthquake,Hawaii
5743,"6 km SSW of Volcano, Hawaii",19.388000488281,-155.24867248535,hv,0.280000001,0.74000000953674,earthquake,Hawaii
5744,"3 km S of Pāhala, Hawaii",19.168167114258,-155.47450256348,hv,0.779999971,32.139999389648,earthquake,Hawaii
5745,"14 km S of Khorugh, Tajikistan",37.359,71.543,us,1.957,100.0,earthquake,Tajikistan
5746,"4 km ESE of Hollister, CA",36.845500946045,-121.35849761963,nc,2.88000011,5.1799998283386,earthquake,CA
5747,"75 km W of Salamatof, Alaska",60.523166666667,-152.676,av,2.01,2.71,earthquake,Alaska
5748,"73 km WSW of Nanwalek, Alaska",59.0878,-153.0911,ak,0.9,67.7,earthquake,Alaska
5749,"15 km N of Balmorhea, Texas",31.121,-103.719,tx,2.3834821726508,8.689,earthquake,Texas
5750,"8 km ENE of Milpitas, CA",37.475833892822,-121.83233642578,nc,0.540000021,6.9499998092651,earthquake,CA
5751,"2 km NNW of The Geysers, CA",38.789165496826,-122.76950073242,nc,0.529999971,1.8500000238419,earthquake,CA
5752,"5 km E of Santa Rosa, CA",38.454666666667,-122.6515,nc,0.64,5.25,earthquake,CA
5753,"12 km NE of Ashford, Washington",46.848,-121.926,uw,0.42,4.14,earthquake,Washington
5754,"5 km WNW of Mammoth Lakes, CA",37.646,-119.039,nc,0.45,-0.53,earthquake,CA
5755,"1 km S of Pāhala, Hawaii",19.187833786011,-155.48066711426,hv,0.689999998,31.75,earthquake,Hawaii
5756,"46 km SE of Glacier View, Alaska",61.4709,-147.1338,ak,1.8,108.3,earthquake,Alaska
5757,"79 km W of San Antonio de los Cobres, Argentina",-24.1106,-67.0919,us,13.144,175.353,earthquake,Argentina
5758,"8 km NW of Prague, Oklahoma",35.54983333,-96.74633333,ok,0.6,4.72,earthquake,Oklahoma
5759,"31 km S of Morton, Washington",46.28,-122.22016666667,uw,0.84,4.25,earthquake,Washington
5760,"3 km W of Cobb, CA",38.812666666667,-122.76,nc,0.44,1.98,earthquake,CA
5761,"16 km E of Ocotillo Wells, CA",33.1558333,-115.963,ci,0.52,9.2,earthquake,CA
5762,"30 km SSW of Denali National Park, Alaska",63.2791,-151.9202,ak,0.8,26.2,earthquake,Alaska
5763,Scotia Sea,-60.2725,-47.6045,us,1.856,10.0,earthquake,Unknown
5764,"4 km ENE of Heber, CA",32.7485,-115.4978333,ci,0.6,16.43,earthquake,CA
5765,"10 km WNW of Skokomish, Washington",47.3705,-123.283,uw,1.19,11.95,earthquake,Washington
5766,"6 km SSE of Pāhala, Hawaii",19.14999961853,-155.46583557129,hv,0.639999986,31.360000610352,earthquake,Hawaii
5767,"14 km NNW of Chickaloon, Alaska",61.9168,-148.5505,ak,0.2,18.7,earthquake,Alaska
5768,"30 km S of Morton, Washington",46.287833333333,-122.21033333333,uw,0.48,3.59,earthquake,Washington
5769,"5 km NNW of The Geysers, CA",38.813999176025,-122.79683685303,nc,0.449999988,2.9700000286102,earthquake,CA
5770,"60 km WNW of Mohr, Iran",27.7484,52.3069,us,1.859,10.0,earthquake,Iran
5771,"65 km SSW of Sola, Vanuatu",-14.4419,167.3887,us,6.442,183.737,earthquake,Vanuatu
5772,"8 km N of Bandon, Oregon",43.193666666667,-124.4165,uw,2.1,2.58,earthquake,Oregon
5773,"9 km S of Portola Valley, CA",37.310833333333,-122.19966666667,nc,0.36,4.21,earthquake,CA
5774,"50 km E of Port Alsworth, Alaska",60.2044,-153.3983,ak,0.8,158.8,earthquake,Alaska
5775,"31 km W of Hakui, Japan",36.9112,136.4369,us,1.876,10.0,earthquake,Japan
5776,"13 km ENE of Hualien City, Taiwan",24.0113,121.7273,us,6.095,43.625,earthquake,Taiwan
5777,"13 km ENE of Pāhala, Hawaii",19.233499526977,-155.35716247559,hv,0.75,28.110000610352,earthquake,Hawaii
5778,"5 km ESE of Wilkeson, Washington",47.095,-121.97583333333,uw,0.47,9.3,earthquake,Washington
5779,"10 km WNW of Cobb, CA",38.842834472656,-122.83183288574,nc,0.629999995,1.3600000143051,earthquake,CA
5780,"6 km SSW of Volcano, Hawaii",19.385499954224,-155.24833679199,hv,0.289999992,1.8099999427795,earthquake,Hawaii
5781,"9 km ENE of Milpitas, CA",37.4775,-121.82916666667,nc,0.28,7.95,earthquake,CA
5782,"70 km WNW of Nikiski, Alaska",60.9274,-152.4815,ak,0.2,20.0,earthquake,Alaska
5783,"56 km NE of Cruz Bay, U.S. Virgin Islands",18.744666666667,-64.480333333333,pr,5.07,13.84,earthquake,U.S. Virgin Islands
5784,"11 km SE of Fredonia, Arizona",36.878,-112.42533333333,uu,0.65,19.73,earthquake,Arizona
5785,"27 km SW of Nanwalek, Alaska",59.2028,-152.3031,ak,1.3,63.6,earthquake,Alaska
5786,"26 km SE of Chickaloon, Alaska",61.6555,-148.0601,ak,0.5,6.2,earthquake,Alaska
5787,"4 km W of Cobb, CA",38.817165374756,-122.76583099365,nc,0.680000007,1.9400000572205,earthquake,CA
5788,"6 km ENE of La Parguera, Puerto Rico",17.992833333333,-66.985166666667,pr,1.85,10.7,earthquake,Puerto Rico
5789,"10 km ENE of Borrego Springs, CA",33.2861667,-116.27,ci,0.54,4.72,earthquake,CA
5790,"77 km NW of Ninilchik, Alaska",60.486,-152.7685,av,0.35,0.61,earthquake,Alaska
5791,"62 km WNW of Petrolia, CA",40.482166666667,-124.993,nc,2.43,14.56,earthquake,CA
5792,"35 km SE of Pedro Bay, Alaska",59.5513,-153.6853,ak,0.5,121.1,earthquake,Alaska
5793,"7 km NW of Little Lake, CA",35.9843333,-117.9505,ci,0.46,5.78,earthquake,CA
5794,"6 km S of Coso Junction, CA",35.9881667,-117.9515,ci,0.63,4.99,earthquake,CA
5795,"59 km WNW of Tyonek, Alaska",61.178333333333,-152.2195,av,0.66,7.28,earthquake,Alaska
5796,"13 km SE of Anza, CA",33.4728333,-116.5706667,ci,0.29,10.87,earthquake,CA
5797,"14 km ESE of Lincoln, Montana",46.885,-112.52083333333,mb,0.47,10.1,earthquake,Montana
5798,"9 km NW of The Geysers, CA",38.821666717529,-122.8433303833,nc,0.899999976,1.9900000095367,earthquake,CA
5799,"22 km WSW of Aleneva, Alaska",57.9944,-153.2759,ak,1.1,69.7,earthquake,Alaska
5800,"1 km E of Mullan, Idaho",47.469166666667,-115.7785,mb,31.61,0.02,earthquake,Idaho
5801,"3 km NW of The Geysers, CA",38.792667388916,-122.77833557129,nc,0.620000005,1.5299999713898,earthquake,CA
5802,"15 km SSE of Manton, CA",40.300333333333,-121.78716666667,nc,1.23,6.81,earthquake,CA
5803,"57 km W of Tyonek, Alaska",61.1504,-152.1859,ak,0.2,26.5,earthquake,Alaska
5804,"1 km E of Mullan, Idaho",47.471166666667,-115.78033333333,mb,31.61,0.02,earthquake,Idaho
5805,"46 km NNW of Valdez, Alaska",61.5201,-146.6761,ak,0.2,30.6,earthquake,Alaska
5806,"8 km NW of Prague, Oklahoma",35.5415,-96.754,ok,0.2,5.76,earthquake,Oklahoma
5807,"8 km SSE of Livengood, Alaska",65.4531,-148.498,ak,0.4,1.7,earthquake,Alaska
5808,"13 km ENE of Ridgecrest, CA",35.6591667,-117.54,ci,0.68,8.63,earthquake,CA
5809,"16 km ENE of Hebgen Lake Estates, Montana",44.806666666667,-110.99283333333,uu,0.72,8.87,earthquake,Montana
5810,"23 km ENE of Ashford, Washington",46.823,-121.736,uw,0.39,-1.62,earthquake,Washington
5811,"12 km ESE of Anza, CA",33.5166667,-116.555,ci,0.96,13.46,earthquake,CA
5812,"6 km W of Mammoth Lakes, CA",37.632333333333,-119.042,nc,0.78,-0.99,earthquake,CA
5813,"7 km ENE of Anza, CA",33.5841667,-116.6103333,ci,0.32,13.19,earthquake,CA
5814,"6 km SSE of Santa Clarita, CA",34.362,-118.4816667,ci,0.94,10.95,earthquake,CA
5815,"29 km WNW of Moirāng, India",24.595,93.5059,us,8.355,73.784,earthquake,India
5816,"12 km NW of The Geysers, CA",38.832500457764,-122.87616729736,nc,0.439999998,2.8399999141693,earthquake,CA
5817,"6 km W of Mammoth Lakes, CA",37.634333333333,-119.04216666667,nc,0.27,-0.95,earthquake,CA
5818,"5 km W of Mammoth Lakes, CA",37.6325,-119.04066666667,nc,0.41,-0.55,earthquake,CA
5819,"63 km ENE of Pedro Bay, Alaska",60.040333333333,-153.08033333333,av,0.34,0.77,earthquake,Alaska
